"|","|__name","|__party","|__rank","|__title","|__thomas","|__bioguide","|__chamber"
"","Marco Rubio","majority","3","","02084","R000595",""
"","Susan M. Collins","majority","4","","01541","C001035",""
"","Roy Blunt","majority","5","","01464","B000575",""
"","James Lankford","majority","6","","02050","L000575",""
"","Tom Cotton","majority","7","","02098","C001095",""
"","John Cornyn","majority","8","","01692","C001056",""
"","Mitch McConnell","majority","9","Ex Officio","01395","M000355",""
"","John McCain","majority","10","Ex Officio","00754","M000303",""
"","Mark R. Warner","minority","1","Vice Chairman","01897","W000805",""
"","Dianne Feinstein","minority","2","","01332","F000062",""
"","Ron Wyden","minority","3","","01247","W000779",""
"","Martin Heinrich","minority","4","","01937","H001046",""
"","Angus S. King, Jr.","minority","5","","02185","K000383",""
"","Joe Manchin, III","minority","6","","01983","M001183",""
"","Kamala D. Harris","minority","7","","","H001075",""
"","Charles E. Schumer","minority","8","Ex Officio","01036","S000148",""
"","Jack Reed","minority","9","Ex Officio","00949","R000122",""
"SPAG","Susan M. Collins","majority","1","Chairman","01541","C001035",""
"","Orrin G. Hatch","majority","2","","01351","H000338",""
"","Jeff Flake","majority","3","","01633","F000444",""
"","Tim Scott","majority","4","","02056","S001184",""
"","Thom Tillis","majority","5","","02291","T000476",""
"","Bob Corker","majority","6","","01825","C001071",""
"","Richard Burr","majority","7","","00153","B001135",""
"","Marco Rubio","majority","8","","02084","R000595",""
"","Deb Fischer","majority","9","","02179","F000463",""
"","Robert P. Casey, Jr.","minority","1","Ranking Member","01828","C001070",""
"","Bill Nelson","minority","2","","00859","N000032",""
"","Sheldon Whitehouse","minority","3","","01823","W000802",""
"","Kirsten E. Gillibrand","minority","4","","01866","G000555",""
"","Richard Blumenthal","minority","5","","02076","B001277",""
"","Joe Donnelly","minority","6","","01850","D000607",""
"","Elizabeth Warren","minority","7","","02182","W000817",""
"","Catherine Cortez Masto","minority","8","","","C001113",""
"SSAF","Pat Roberts","majority","1","Chairman","00968","R000307",""
"","Thad Cochran","majority","2","","00213","C000567",""
"","Mitch McConnell","majority","3","","01395","M000355",""
"","John Boozman","majority","4","","01687","B001236",""
"","John Hoeven","majority","5","","02079","H001061",""
"","Joni Ernst","majority","6","","02283","E000295",""
"","Chuck Grassley","majority","7","","00457","G000386",""
"","John Thune","majority","8","","01534","T000250",""
"","Steve Daines","majority","9","","02138","D000618",""
"","David Perdue","majority","10","","02286","P000612",""
"","Luther Strange","majority","11","","","S001202",""
"","Debbie Stabenow","minority","1","Ranking Member","01531","S000770",""
"","Patrick J. Leahy","minority","2","","01383","L000174",""
"","Sherrod Brown","minority","3","","00136","B000944",""
"","Amy Klobuchar","minority","4","","01826","K000367",""
"","Michael F. Bennet","minority","5","","01965","B001267",""
"","Kirsten E. Gillibrand","minority","6","","01866","G000555",""
"","Joe Donnelly","minority","7","","01850","D000607",""
"","Heidi Heitkamp","minority","8","","02174","H001069",""
"","Robert P. Casey, Jr.","minority","9","","01828","C001070",""
"","Chris Van Hollen","minority","10","","01729","V000128",""
"SSAF13","John Boozman","majority","1","Chairman","01687","B001236",""
"","Thad Cochran","majority","2","","00213","C000567",""
"","John Hoeven","majority","3","","02079","H001061",""
"","Chuck Grassley","majority","4","","00457","G000386",""
"","John Thune","majority","5","","01534","T000250",""
"","Steve Daines","majority","6","","02138","D000618",""
"","David Perdue","majority","7","","02286","P000612",""
"","Pat Roberts","majority","8","Ex Officio","00968","R000307",""
"","Heidi Heitkamp","minority","1","Ranking Member","02174","H001069",""
"","Sherrod Brown","minority","2","","00136","B000944",""
"","Michael F. Bennet","minority","3","","01965","B001267",""
"","Kirsten E. Gillibrand","minority","4","","01866","G000555",""
"","Joe Donnelly","minority","5","","01850","D000607",""
"","Chris Van Hollen","minority","6","","01729","V000128",""
"","Debbie Stabenow","minority","7","Ex Officio","01531","S000770",""
"SSAF14","Steve Daines","majority","1","Chairman","02138","D000618",""
"","Thad Cochran","majority","2","","00213","C000567",""
"","Mitch McConnell","majority","3","","01395","M000355",""
"","John Boozman","majority","4","","01687","B001236",""
"","Chuck Grassley","majority","5","","00457","G000386",""
"","Luther Strange","majority","6","","","S001202",""
"","Pat Roberts","majority","7","Ex Officio","00968","R000307",""
"","Michael F. Bennet","minority","1","Ranking Member","01965","B001267",""
"","Patrick J. Leahy","minority","2","","01383","L000174",""
"","Amy Klobuchar","minority","3","","01826","K000367",""
"","Joe Donnelly","minority","4","","01850","D000607",""
"","Robert P. Casey, Jr.","minority","5","","01828","C001070",""
"","Debbie Stabenow","minority","6","Ex Officio","01531","S000770",""
"SSAF15","Joni Ernst","majority","1","Chairman","02283","E000295",""
"","Thad Cochran","majority","2","","00213","C000567",""
"","John Boozman","majority","3","","01687","B001236",""
"","John Hoeven","majority","4","","02079","H001061",""
"","John Thune","majority","5","","01534","T000250",""
"","Steve Daines","majority","6","","02138","D000618",""
"","Luther Strange","majority","7","","","S001202",""
"","Pat Roberts","majority","8","Ex Officio","00968","R000307",""
"","Chris Van Hollen","minority","1","Ranking Member","01729","V000128",""
"","Sherrod Brown","minority","2","","00136","B000944",""
"","Amy Klobuchar","minority","3","","01826","K000367",""
"","Michael F. Bennet","minority","4","","01965","B001267",""
"","Joe Donnelly","minority","5","","01850","D000607",""
"","Heidi Heitkamp","minority","6","","02174","H001069",""
"","Debbie Stabenow","minority","7","Ex Officio","01531","S000770",""
"SSAF16","Luther Strange","majority","1","Chairman","","S001202",""
"","Mitch McConnell","majority","2","","01395","M000355",""
"","John Boozman","majority","3","","01687","B001236",""
"","John Hoeven","majority","4","","02079","H001061",""
"","Joni Ernst","majority","5","","02283","E000295",""
"","David Perdue","majority","6","","02286","P000612",""
"","Pat Roberts","majority","7","Ex Officio","00968","R000307",""
"","Robert P. Casey, Jr.","minority","1","Ranking Member","01828","C001070",""
"","Patrick J. Leahy","minority","2","","01383","L000174",""
"","Sherrod Brown","minority","3","","00136","B000944",""
"","Kirsten E. Gillibrand","minority","4","","01866","G000555",""
"","Chris Van Hollen","minority","5","","01729","V000128",""
"","Debbie Stabenow","minority","6","Ex Officio","01531","S000770",""
"SSAF17","David Perdue","majority","1","Chairman","02286","P000612",""
"","Mitch McConnell","majority","2","","01395","M000355",""
"","Joni Ernst","majority","3","","02283","E000295",""
"","Chuck Grassley","majority","4","","00457","G000386",""
"","John Thune","majority","5","","01534","T000250",""
"","Steve Daines","majority","6","","02138","D000618",""
"","Pat Roberts","majority","7","Ex Officio","00968","R000307",""
"","Kirsten E. Gillibrand","minority","1","Ranking Member","01866","G000555",""
"","Patrick J. Leahy","minority","2","","01383","L000174",""
"","Amy Klobuchar","minority","3","","01826","K000367",""
"","Heidi Heitkamp","minority","4","","02174","H001069",""
"","Robert P. Casey, Jr.","minority","5","","01828","C001070",""
"","Debbie Stabenow","minority","6","Ex Officio","01531","S000770",""
"SSAP","Thad Cochran","majority","1","Chairman","00213","C000567",""
"","Mitch McConnell","majority","2","","01395","M000355",""
"","Richard C. Shelby","majority","3","","01049","S000320",""
"","Lamar Alexander","majority","4","","01695","A000360",""
"","Susan M. Collins","majority","5","","01541","C001035",""
"","Lisa Murkowski","majority","6","","01694","M001153",""
"","Lindsey Graham","majority","7","","00452","G000359",""
"","Roy Blunt","majority","8","","01464","B000575",""
"","Jerry Moran","majority","9","","01507","M000934",""
"","John Hoeven","majority","10","","02079","H001061",""
"","John Boozman","majority","11","","01687","B001236",""
"","Shelley Moore Capito","majority","12","","01676","C001047",""
"","James Lankford","majority","13","","02050","L000575",""
"","Steve Daines","majority","14","","02138","D000618",""
"","John Kennedy","majority","15","","","K000393",""
"","Marco Rubio","majority","16","","02084","R000595",""
"","Patrick J. Leahy","minority","1","Ranking Member","01383","L000174",""
"","Patty Murray","minority","2","","01409","M001111",""
"","Dianne Feinstein","minority","3","","01332","F000062",""
"","Richard J. Durbin","minority","4","","00326","D000563",""
"","Jack Reed","minority","5","","00949","R000122",""
"","Jon Tester","minority","6","","01829","T000464",""
"","Tom Udall","minority","7","","01567","U000039",""
"","Jeanne Shaheen","minority","8","","01901","S001181",""
"","Jeff Merkley","minority","9","","01900","M001176",""
"","Christopher A. Coons","minority","10","","01984","C001088",""
"","Brian Schatz","minority","11","","02173","S001194",""
"","Tammy Baldwin","minority","12","","01558","B001230",""
"","Christopher Murphy","minority","13","","01837","M001169",""
"","Joe Manchin, III","minority","14","","01983","M001183",""
"","Chris Van Hollen","minority","15","","01729","V000128",""
"SSAP01","John Hoeven","majority","1","Chairman","02079","H001061",""
"","Thad Cochran","majority","2","","00213","C000567",""
"","Mitch McConnell","majority","3","","01395","M000355",""
"","Susan M. Collins","majority","4","","01541","C001035",""
"","Roy Blunt","majority","5","","01464","B000575",""
"","Jerry Moran","majority","6","","01507","M000934",""
"","Marco Rubio","majority","7","","02084","R000595",""
"","Jeff Merkley","minority","1","Ranking Member","01900","M001176",""
"","Dianne Feinstein","minority","2","","01332","F000062",""
"","Jon Tester","minority","3","","01829","T000464",""
"","Tom Udall","minority","4","","01567","U000039",""
"","Patrick J. Leahy","minority","5","","01383","L000174",""
"","Tammy Baldwin","minority","6","","01558","B001230",""
"SSAP02","Thad Cochran","majority","1","Chairman","00213","C000567",""
"","Mitch McConnell","majority","2","","01395","M000355",""
"","Richard C. Shelby","majority","3","","01049","S000320",""
"","Lamar Alexander","majority","4","","01695","A000360",""
"","Susan M. Collins","majority","5","","01541","C001035",""
"","Lisa Murkowski","majority","6","","01694","M001153",""
"","Lindsey Graham","majority","7","","00452","G000359",""
"","Roy Blunt","majority","8","","01464","B000575",""
"","Steve Daines","majority","9","","02138","D000618",""
"","Jerry Moran","majority","10","","01507","M000934",""
"","Richard J. Durbin","minority","1","Ranking Member","00326","D000563",""
"","Patrick J. Leahy","minority","2","","01383","L000174",""
"","Dianne Feinstein","minority","3","","01332","F000062",""
"","Patty Murray","minority","4","","01409","M001111",""
"","Jack Reed","minority","5","","00949","R000122",""
"","Jon Tester","minority","6","","01829","T000464",""
"","Tom Udall","minority","7","","01567","U000039",""
"","Brian Schatz","minority","8","","02173","S001194",""
"","Tammy Baldwin","minority","9","","01558","B001230",""
"SSAP08","James Lankford","majority","1","Chairman","02050","L000575",""
"","John Kennedy","majority","2","","","K000393",""
"","Marco Rubio","majority","3","","02084","R000595",""
"","Thad Cochran","majority","4","Ex Officio","00213","C000567",""
"","Christopher Murphy","minority","1","Ranking Member","01837","M001169",""
"","Chris Van Hollen","minority","2","","01729","V000128",""
"","Patrick J. Leahy","minority","3","Ex Officio","01383","L000174",""
"SSAP14","John Boozman","majority","1","Chairman","01687","B001236",""
"","Thad Cochran","majority","2","","00213","C000567",""
"","Richard C. Shelby","majority","3","","01049","S000320",""
"","Lisa Murkowski","majority","4","","01694","M001153",""
"","John Hoeven","majority","5","","02079","H001061",""
"","James Lankford","majority","6","","02050","L000575",""
"","John Kennedy","majority","7","","","K000393",""
"","Jon Tester","minority","1","Ranking Member","01829","T000464",""
"","Jeanne Shaheen","minority","2","","01901","S001181",""
"","Patrick J. Leahy","minority","3","","01383","L000174",""
"","Patty Murray","minority","4","","01409","M001111",""
"","Tammy Baldwin","minority","5","","01558","B001230",""
"","Joe Manchin, III","minority","6","","01983","M001183",""
"SSAP16","Richard C. Shelby","majority","1","Chairman","01049","S000320",""
"","Lamar Alexander","majority","2","","01695","A000360",""
"","Lisa Murkowski","majority","3","","01694","M001153",""
"","Susan M. Collins","majority","4","","01541","C001035",""
"","Lindsey Graham","majority","5","","00452","G000359",""
"","John Boozman","majority","6","","01687","B001236",""
"","Shelley Moore Capito","majority","7","","01676","C001047",""
"","James Lankford","majority","8","","02050","L000575",""
